diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",32.65,25.77,40.23
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",38.92,31.5,46.86
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",26.36,19.84,34.58
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",1.68,0.82,2.72
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",1.5,0.73,2.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",1.87,0.9,3.02
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",3.16,1.65,5.03
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",5.19,2.72,8.28
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",1.12,0.58,1.78
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",16.95,12.05,21.9
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",20.74,15.58,25.82
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",13.16,8.36,18.4
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",4.75,2.43,9.28
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",4.18,2.42,7.4
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",5.31,2.44,11.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Both sexes",6.11,2.8,10.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Male",7.31,3.35,12.17
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Cyprus,2016,Female",4.91,2.25,8.18
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",64.3,48.66,88.32
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",68.76,53.71,91.9
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",59.99,42.68,84.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",5.71,2.7,9.59
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",5.91,2.79,9.92
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",5.51,2.59,9.31
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",5.93,3.01,11.13
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",8.01,4.06,14.53
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",3.92,1.92,7.94
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",37.53,25.39,52.3
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",39.3,28.72,52.11
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",35.81,22.29,52.96
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",8.59,4.8,15.98
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",7.66,4.89,12.48
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",9.49,4.58,19.52
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Both sexes",6.52,3.05,10.91
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Male",7.85,3.67,13.29
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Czechia,2016,Female",5.22,2.44,8.84
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",230.9,197.4,257.4
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",237.1,195.6,271.7
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",225.1,192.9,249.5
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",12.04,9.96,13.75
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",12.37,10.2,14.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",11.72,9.66,13.28
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",30.85,23.76,36.81
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",31.77,23.42,39.18
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",29.97,23.21,34.96
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",49.03,40.67,56.43
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",53.38,44.27,61.53
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",44.82,35.93,53.64
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",65.44,53.25,76.47
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",73.94,59.35,87.89
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",57.29,45.5,68.97
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Both sexes",71.77,54.15,85.92
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Male",64.33,35.52,85.58
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic People's Republic of Korea,2016,Female",78.89,62.4,91.07
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Both sexes",100.7,90.27,109.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Male",95.93,85.57,105.3
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Female",105.4,95.07,114.3
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Both sexes",62.91,53.46,70.56
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Male",63.05,53.62,70.83
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Female",62.78,53.44,70.14
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Both sexes",0.33,0.26,0.38
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Male",0.36,0.27,0.43
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Female",0.3,0.24,0.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Both sexes",15.44,13.64,17.35
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Male",15.01,13.34,16.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Female",15.87,13.78,17.95
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Both sexes",14.37,12.43,16.36
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Democratic Republic of the Congo,2016,Male",11.53,9.98,13.25
